TimeStamp,ch1,ch2,ch3,ch4
1213322.2435,7325.7,35827.31,36170.87,37442.5
1213322.2475,7321.36,35822.35,36163.29,37434.63
1213322.2515,7320.74,35824.92,36164.81,37435.92
1213322.2555,7314.73,35822.59,36160.95,37434.15
1213322.2595,7317.73,35814.05,36155.04,37428.29
1213322.2635,7321.98,35810.0,36153.89,37424.71
1213322.2675,7318.93,35810.86,36153.23,37423.19
1213322.2715,7315.02,35814.34,36155.04,37423.66
1213322.2755,7318.64,35817.87,36159.09,37427.0
1213322.2795,7317.64,35818.72,36160.23,37427.95
1213322.2835,7306.0,35812.33,36154.47,37420.99
1213322.2875,7310.2,35814.62,36158.52,37425.9
1213322.2915,7318.97,35818.01,36168.1,37437.49
1213322.2955,7331.04,35823.3,36177.69,37444.88
1213322.2995,7326.65,35819.73,36173.25,37437.49
1213322.3035,7326.7,35820.54,36172.11,37434.44
1213322.3075,7332.23,35827.35,36177.83,37438.21
1213322.3115,7349.16,35838.42,36188.75,37448.22
1213322.3155,7348.2,35838.04,36188.13,37446.88
1213322.3195,7336.86,35830.17,36181.03,37441.5
1213322.3235,7337.0,35827.35,36179.31,37440.88
1213322.3275,7345.96,35834.6,36184.36,37447.36
1213322.3315,7347.63,35837.46,36187.46,37449.7
1213322.3355,7342.91,35835.56,36183.89,37446.79
1213322.3392,7333.66,35833.6,36174.87,37440.64
1213322.3432,7319.83,35827.12,36165.77,37431.34
1213322.3472,7314.16,35816.1,36155.37,37422.33
1213322.3512,7309.91,35809.0,36148.5,37417.08
1213322.3552,7308.44,35809.47,36147.5,37416.61
1213322.3592,7303.38,35808.28,36145.83,37417.23
1213322.3632,7307.1,35811.48,36150.94,37424.43
1213322.3672,7305.05,35804.71,36144.83,37420.8
1213322.3712,7297.33,35796.98,36137.16,37413.65
1213322.3752,7288.5,35790.4,36130.48,37406.12
1213322.3792,7293.42,35797.5,36136.11,37413.03
1213322.3832,7301.76,35800.99,36141.73,37418.32
1213322.3872,7301.62,35799.84,36142.4,37417.46
1213322.3912,7309.72,35806.56,36148.36,37421.99
1213322.3952,7316.11,35812.91,36154.66,37427.67
1213322.3992,7318.4,35820.3,36159.47,37433.82
1213322.4032,7310.39,35810.76,36153.18,37425.86
1213322.4072,7312.68,35810.33,36155.56,37426.05
1213322.4112,7314.3,35815.67,36160.85,37431.44
1213322.4152,7307.82,35807.33,36153.65,37423.19
1213322.4192,7309.68,35805.04,36150.41,37420.71
1213322.4232,7312.06,35803.66,36151.32,37421.95
1213322.4272,7317.4,35808.09,36156.8,37426.14
1213322.4312,7326.22,35817.34,36166.82,37437.49
1213322.4352,7327.75,35818.77,36166.91,37438.78
1213322.4392,7323.22,35814.72,36161.76,37436.3
1213322.4432,7324.98,35816.44,36164.48,37439.68
1213322.4472,7325.08,35817.53,36167.24,37441.88
1213322.4512,7322.69,35813.53,36163.62,37438.11
1213322.4552,7320.69,35811.57,36159.23,37433.1
1213322.4592,7325.84,35814.72,36160.66,37434.96
1213322.4632,7326.08,35817.58,36162.05,37433.96
1213322.4672,7330.08,35824.35,36168.72,37437.82
1213322.471,7328.42,35825.64,36170.34,37437.25
1213322.475,7318.74,35821.25,36163.76,37428.43
1213322.479,7319.26,35819.68,36161.24,37425.81
1213322.483,7320.45,35819.25,36160.66,37425.0
1213322.487,7313.97,35819.25,36165.81,37429.53
1213322.491,7312.49,35815.39,36161.0,37427.1
1213322.495,7317.5,35813.62,36160.19,37427.67
1213322.499,7330.9,35821.87,36169.91,37436.3
1213322.503,7339.91,35821.59,36171.35,37435.97
1213322.507,7336.43,35819.34,36169.1,37435.92
1213322.511,7323.84,35813.34,36161.38,37427.72
1213322.515,7310.68,35802.8,36149.41,37417.61
1213322.519,7309.25,35801.8,36149.08,37420.94
1213322.523,7301.57,35794.45,36142.74,37414.32
1213322.527,7297.52,35792.26,36140.02,37413.51
1213322.531,7293.8,35788.11,36137.63,37412.7
1213322.535,7286.93,35780.67,36133.25,37411.36
1213322.539,7295.56,35786.87,36140.73,37420.71
1213322.543,7307.24,35794.64,36149.7,37428.1
1213322.547,7306.24,35795.36,36152.13,37429.38
1213322.551,7311.73,35803.89,36158.14,37436.01
1213322.555,7320.4,35811.71,36162.0,37438.35
1213322.559,7299.42,35799.6,36144.74,37418.89
1213322.563,7285.74,35791.26,36132.01,37406.26
1213322.567,7285.64,35788.97,36127.67,37403.78
1213322.571,7281.45,35788.44,36126.81,37403.73
1213322.575,7284.21,35791.35,36128.1,37404.4
1213322.579,7285.79,35787.87,36128.29,37406.59
1213322.583,7288.65,35793.45,36136.58,37413.89
1213322.587,7299.66,35804.37,36146.36,37421.47
1213322.591,7302.19,35808.28,36149.32,37421.61
1213322.595,7306.82,35813.1,36154.8,37425.43
1213322.599,7316.26,35815.58,36158.47,37429.53
1213322.6027,7310.77,35809.57,36151.79,37424.71
1213322.6067,7297.18,35801.08,36143.4,37418.66
1213322.6107,7291.41,35794.93,36140.45,37414.22
1213322.6147,7290.98,35787.54,36133.72,37407.88
1213322.6187,7287.22,35780.34,36124.62,37397.06
1213322.6227,7288.55,35785.39,36129.72,37400.49
1213322.6267,7283.26,35786.59,36132.39,37403.87
1213322.6307,7277.3,35779.58,36128.67,37400.2
1213322.6347,7283.74,35781.53,36133.1,37405.88
1213322.6387,7280.88,35780.96,36135.96,37407.26
1213322.6427,7283.21,35781.82,36141.45,37411.17
1213322.6467,7287.46,35780.77,36141.26,37411.5
1213322.6507,7285.31,35784.53,36141.54,37415.18
1213322.6547,7292.37,35790.88,36144.79,37419.13
1213322.6587,7289.27,35789.73,36140.11,37415.08
1213322.6627,7282.93,35788.92,36138.3,37413.89
1213322.6667,7271.43,35783.92,36131.62,37409.74
1213322.6707,7269.48,35785.63,36129.29,37406.97
1213322.6747,7266.9,35790.26,36129.24,37405.3
1213322.6787,7265.23,35797.65,36131.58,37407.74
1213322.6827,7263.14,35798.7,36130.1,37405.83
1213322.6867,7264.42,35799.65,36128.57,37402.16
1213322.6907,7278.44,35806.56,36135.06,37407.45
1213322.6947,7282.54,35811.38,36139.35,37411.98
1213322.6987,7280.16,35810.05,36139.06,37414.36
1213322.7027,7283.83,35808.33,36139.68,37417.42
1213322.7067,7293.42,35806.85,36141.83,37419.61
1213322.7107,7304.81,35808.04,36147.31,37422.28
1213322.7147,7304.1,35806.47,36149.12,37421.85
1213322.7187,7308.67,35810.86,36153.94,37426.14
1213322.7227,7312.49,35811.95,36155.56,37427.62
1213322.7267,7321.74,35812.48,36155.99,37428.34
1213322.7307,7322.6,35814.19,36157.8,37429.29
1213322.7344,7319.64,35816.63,36160.19,37429.48
1213322.7384,7319.26,35815.77,36160.19,37428.05
1213322.7424,7319.74,35812.53,36159.47,37420.09
1213322.7464,7323.27,35810.0,36156.94,37413.79
1213322.7504,7331.85,35819.82,36163.86,37419.75
1213322.7544,7327.84,35823.64,36164.72,37420.04
1213322.7584,7314.59,35814.05,36153.61,37410.45
1213322.7624,7298.66,35803.7,36142.83,37404.16
1213322.7664,7293.18,35801.08,36141.26,37408.59
1213322.7704,7285.74,35796.6,36141.21,37413.65
1213322.7744,7283.07,35791.54,36140.88,37417.42
1213322.7784,7290.22,35788.11,36141.78,37421.18
1213322.7824,7294.61,35791.21,36148.03,37428.76
1213322.7864,7300.14,35800.03,36155.23,37437.21
1213322.7904,7300.57,35802.94,36157.99,37438.68
1213322.7944,7295.18,35796.98,36149.08,37427.81
1213322.7984,7287.93,35792.88,36142.69,37420.47
1213322.8024,7292.46,35799.7,36148.17,37424.76
1213322.8064,7286.17,35799.32,36147.12,37423.19
1213322.8104,7282.45,35802.89,36147.41,37424.28
1213322.8144,7285.6,35802.99,36145.79,37422.47
1213322.8184,7286.02,35805.52,36148.84,37424.47
1213322.8224,7289.7,35811.71,36155.85,37427.33
1213322.8264,7298.61,35817.77,36163.53,37431.29
1213322.8304,7307.29,35823.11,36169.2,37435.68
1213322.8344,7306.62,35820.54,36167.96,37430.24
1213322.8384,7302.57,35816.86,36166.58,37425.24
1213322.8424,7311.06,35819.2,36171.06,37427.24
1213322.8464,7330.18,35831.26,36183.03,37437.4
1213322.8504,7337.28,35833.51,36183.55,37438.68
1213322.8544,7339.38,35837.18,36186.08,37441.54
1213322.8584,7341.72,35842.28,36191.99,37447.46
1213322.8624,7337.71,35839.75,36190.85,37447.79
1213322.8662,7333.47,35834.6,36187.7,37447.93
1213322.8702,7324.55,35829.36,36183.98,37445.22
1213322.8742,7321.02,35827.35,36182.46,37444.26
1213322.8782,7313.49,35816.15,36171.58,37434.63
1213322.8822,7300.81,35808.76,36161.33,37426.43
1213322.8862,7284.02,35799.56,36149.41,37418.8
1213322.8902,7273.39,35790.35,36139.92,37412.93
1213322.8942,7279.83,35787.97,36139.16,37413.17
1213322.8982,7271.82,35781.58,36134.15,37409.5
1213322.9022,7270.24,35783.2,36133.25,37407.69
1213322.9062,7266.67,35783.25,36130.72,37404.16
1213322.9102,7260.61,35784.2,36127.67,37401.35
1213322.9142,7255.75,35785.35,36123.52,37395.82
1213322.9182,7256.6,35788.59,36124.19,37395.39
1213322.9222,7262.95,35798.12,36131.72,37404.02
1213322.9262,7265.62,35800.41,36132.58,37401.82
1213322.9302,7271.96,35800.65,36134.01,37400.15
1213322.9342,7282.4,35809.0,36144.4,37409.26
1213322.9382,7281.3,35809.47,36145.45,37408.4
1213322.9422,7279.73,35803.94,36142.88,37405.59
1213322.9462,7286.22,35807.18,36149.46,37413.98
1213322.9502,7283.93,35808.19,36150.89,37416.18
1213322.9542,7288.5,35811.52,36154.42,37418.56
1213322.9582,7306.29,35825.69,36166.15,37430.2
1213322.9622,7322.22,35835.79,36178.26,37440.35
1213322.9662,7318.35,35827.83,36173.97,37432.58
1213322.9702,7320.12,35830.98,36178.88,37436.01
1213322.9742,7321.5,35835.18,36182.12,37440.16
1213322.9782,7329.51,35840.37,36190.32,37450.75
1213322.9822,7335.66,35842.14,36194.81,37458.71
1213322.9862,7332.56,35839.09,36193.66,37461.24
1213322.9902,7334.14,35836.46,36191.23,37459.38
1213322.9942,7345.2,35839.37,36194.76,37463.53
1213322.9979,7343.58,35839.99,36194.38,37464.67
1213323.0019,7325.08,35825.16,36179.74,37450.75
1213323.0059,7319.02,35823.73,36178.64,37447.74
1213323.0099,7317.59,35822.01,36178.4,37448.46
1213323.0139,7309.39,35810.9,36169.34,37440.97
1213323.0179,7304.24,35802.51,36160.52,37433.29
1213323.0219,7295.13,35792.64,36150.03,37425.14
1213323.0259,7289.32,35786.44,36146.22,37423.09
1213323.0299,7288.46,35790.07,36146.12,37424.76
1213323.0339,7283.31,35790.97,36145.36,37421.18
1213323.0379,7280.64,35791.74,36142.78,37416.27
1213323.0419,7281.02,35795.55,36143.4,37413.74
1213323.0459,7283.02,35800.7,36145.36,37414.98
1213323.0499,7283.5,35806.09,36148.36,37418.51
1213323.0539,7284.83,35808.14,36149.65,37421.56
1213323.0579,7289.46,35813.15,36155.13,37428.76
1213323.0619,7294.13,35818.58,36161.71,37435.58
1213323.0659,7292.37,35821.06,36165.86,37438.97
1213323.0699,7298.85,35824.21,36169.68,37439.92
1213323.0739,7307.2,35826.97,36172.16,37441.59
1213323.0779,7314.68,35832.55,36178.26,37447.08
1213323.0819,7313.97,35837.18,36180.31,37448.03
1213323.0859,7309.44,35838.75,36183.36,37449.51
1213323.0899,7307.63,35835.32,36181.41,37448.46
1213323.0939,7310.25,35835.89,36181.88,37450.84
1213323.0979,7308.01,35833.74,36178.4,37448.41
1213323.1019,7309.01,35830.98,36178.02,37448.84
1213323.1059,7307.1,35823.49,36175.21,37445.84
1213323.1099,7301.47,35816.2,36171.01,37441.4
1213323.1139,7302.09,35816.39,36172.49,37442.83
1213323.1179,7309.63,35818.53,36175.21,37446.17
1213323.1219,7313.44,35819.01,36175.4,37447.03
1213323.1259,7315.68,35817.29,36175.54,37446.98
1213323.1296,7319.02,35820.54,36179.5,37453.75
1213323.1336,7314.83,35815.39,36175.3,37450.94
1213323.1376,7311.01,35812.14,36172.44,37449.79
1213323.1416,7308.82,35810.9,36171.25,37448.84
1213323.1456,7309.82,35816.53,36177.59,37455.61
1213323.1496,7306.2,35821.97,36179.69,37457.52
1213323.1536,7305.96,35822.49,36176.16,37453.27
1213323.1576,7303.86,35823.4,36174.44,37451.03
1213323.1616,7310.25,35832.17,36180.6,37456.37
1213323.1656,7314.83,35834.08,36181.22,37455.56
1213323.1696,7315.78,35833.6,36177.31,37452.51
1213323.1736,7308.34,35833.27,36173.73,37447.89
1213323.1776,7300.71,35829.26,36167.58,37439.59
1213323.1816,7300.52,35826.73,36163.72,37433.58
1213323.1856,7294.99,35820.44,36158.04,37425.33
1213323.1896,7290.13,35815.2,36152.89,37419.42
1213323.1936,7283.78,35808.23,36150.56,37417.61
1213323.1976,7287.22,35813.0,36154.99,37423.62
1213323.2016,7300.57,35819.34,36160.04,37427.43
1213323.2056,7308.44,35816.96,36160.14,37426.19
1213323.2096,7312.16,35815.67,36160.04,37427.57
1213323.2136,7318.12,35819.01,36162.09,37430.96
1213323.2176,7332.85,35823.11,36165.96,37432.72
1213323.2216,7339.96,35827.16,36172.82,37439.73
1213323.2256,7343.29,35825.97,36170.3,37439.26
1213323.2296,7340.96,35824.21,36168.48,37439.59
1213323.2336,7334.76,35825.21,36169.15,37440.97
1213323.2376,7337.48,35826.78,36170.87,37444.41
1213323.2416,7339.62,35826.59,36172.68,37445.26
1213323.2456,7332.85,35822.06,36171.2,37441.64
1213323.2496,7330.32,35823.64,36174.44,37447.65
1213323.2536,7323.55,35820.49,36172.54,37447.27
1213323.2576,7325.27,35821.44,36173.78,37449.32
1213323.2613,7324.89,35825.16,36175.54,37449.56
1213323.2653,7321.31,35823.64,36173.06,37444.26
1213323.2693,7321.98,35821.06,36168.77,37438.21
1213323.2733,7315.59,35812.33,36158.66,37429.0
1213323.2773,7310.11,35808.52,36156.8,37429.53
1213323.2813,7314.59,35807.95,36157.37,37429.24
1213323.2853,7325.7,35808.28,36158.95,37428.67
1213323.2893,7323.6,35807.8,36156.37,37425.19
1213323.2933,7318.74,35804.9,36152.56,37422.57
1213323.2973,7307.82,35806.09,36153.65,37425.24
1213323.3013,7310.2,35809.95,36156.9,37428.05
1213323.3053,7318.55,35814.05,36162.76,37432.25
1213323.3093,7323.55,35818.87,36169.91,37435.92
1213323.3133,7322.69,35820.49,36172.3,37438.02
1213323.3173,7325.94,35823.25,36174.3,37441.5
1213323.3213,7323.89,35822.06,36171.2,37438.78
1213323.3253,7322.36,35823.3,36173.06,37441.54
1213323.3293,7331.75,35830.12,36178.16,37448.55
1213323.3333,7329.37,35829.79,36176.3,37447.41
1213323.3373,7334.52,35830.65,36178.74,37449.51
1213323.3413,7345.01,35834.36,36183.79,37454.28
1213323.3453,7352.69,35838.8,36190.66,37459.85
1213323.3493,7355.93,35839.04,36194.95,37463.86
1213323.3533,7350.87,35847.33,36201.67,37471.3
1213323.3573,7348.11,35849.86,36205.87,37475.88
1213323.3613,7343.63,35845.57,36202.67,37474.02
1213323.3653,7332.95,35841.76,36198.67,37467.91
1213323.3693,7336.0,35846.38,36201.43,37470.25
1213323.3733,7340.29,35853.82,36207.97,37477.45
1213323.3773,7337.38,35848.1,36202.01,37472.4
1213323.3813,7333.47,35843.0,36196.86,37466.96
1213323.3853,7332.76,35839.94,36191.8,37463.1
1213323.3893,7329.27,35836.03,36186.37,37459.62
1213323.3931,7307.29,35822.21,36170.06,37444.41
1213323.3971,7301.95,35820.35,36166.34,37440.02
1213323.4011,7303.76,35819.58,36165.29,37439.21
1213323.4051,7304.57,35817.15,36162.81,37435.68
1213323.4091,7306.77,35818.29,36166.62,37435.73
1213323.4131,7317.21,35827.35,36176.78,37443.59
1213323.4171,7323.89,35833.22,36185.94,37450.56
1213323.4211,7325.22,35841.9,36196.52,37459.66
1213323.4251,7325.79,35848.38,36202.39,37465.53
1213323.4291,7337.38,35855.54,36210.02,37472.78
1213323.4331,7344.91,35859.4,36212.97,37476.93
1213323.4371,7348.11,35868.79,36223.94,37488.8
1213323.4411,7342.29,35865.07,36222.41,37488.56
1213323.4451,7340.58,35862.69,36220.75,37488.61
1213323.4491,7338.48,35862.31,36217.88,37486.61
1213323.4531,7341.48,35860.73,36216.17,37482.79
1213323.4571,7344.58,35863.69,36218.89,37484.41
1213323.4611,7343.05,35862.45,36215.6,37482.03
1213323.4651,7337.28,35861.45,36213.35,37481.12
1213323.4691,7325.89,35855.01,36205.68,37475.26
1213323.4731,7315.83,35848.67,36197.95,37467.39
1213323.4771,7316.16,35844.09,36192.61,37460.95
1213323.4811,7319.31,35839.28,36188.51,37456.8
1213323.4851,7315.21,35833.41,36182.93,37448.41
1213323.4891,7296.32,35827.74,36174.97,37439.16
1213323.4931,7287.41,35817.82,36162.43,37429.58
1213323.4971,7282.78,35814.67,36157.95,37427.76
1213323.5011,7286.17,35816.2,36159.38,37431.82
1213323.5051,7281.5,35813.77,36158.38,37429.34
1213323.5091,7276.11,35816.53,36162.29,37433.91
1213323.5131,7284.45,35825.26,36171.49,37444.17
1213323.5171,7296.37,35834.22,36180.98,37453.08
1213323.5211,7299.81,35835.51,36186.27,37456.14
1213323.5248,7302.81,35837.7,36190.85,37460.38
1213323.5288,7310.58,35845.43,36198.29,37467.91
1213323.5328,7316.64,35847.62,36201.96,37470.06
1213323.5368,7317.97,35843.14,36197.19,37465.48
1213323.5408,7313.3,35834.94,36187.84,37454.51
1213323.5448,7312.11,35837.94,36190.32,37456.9
1213323.5488,7315.83,35840.28,36191.37,37458.09
1213323.5528,7319.07,35839.23,36191.42,37455.18
1213323.5568,7318.21,35838.51,36190.47,37454.18
1213323.5608,7308.67,35833.79,36184.79,37450.99
1213323.5648,7307.96,35832.79,36185.13,37448.89
1213323.5688,7311.92,35833.65,36189.13,37449.56
1213323.5728,7319.88,35836.8,36192.56,37454.99
1213323.5768,7328.8,35840.04,36196.38,37461.48
1213323.5808,7330.37,35839.23,36194.04,37461.29
1213323.5848,7319.36,35830.79,36184.7,37452.56
1213323.5888,7321.31,35832.08,36186.75,37453.8
1213323.5928,7329.18,35835.46,36190.8,37456.23
1213323.5968,7324.36,35834.65,36187.51,37452.7
1213323.6008,7323.08,35834.75,36187.65,37453.18
1213323.6048,7332.66,35839.61,36192.85,37459.9
1213323.6088,7325.13,35837.23,36190.32,37457.9
1213323.6128,7316.88,35827.12,36181.64,37449.56
1213323.6168,7316.16,35823.78,36178.07,37446.17
1213323.6208,7314.02,35824.35,36181.17,37448.65
1213323.6248,7318.16,35824.64,36183.22,37452.65
1213323.6288,7316.3,35825.92,36183.17,37454.32
1213323.6328,7308.77,35822.82,36176.35,37448.79
1213323.6368,7307.24,35819.68,36171.63,37443.59
1213323.6408,7303.76,35818.72,36168.91,37440.5
1213323.6448,7309.06,35820.92,36168.48,37440.45
1213323.6488,7310.25,35821.25,36168.39,37440.78
1213323.6528,7310.2,35817.2,36166.67,37440.83
1213323.6565,7311.77,35814.86,36166.15,37439.3
1213323.6605,7310.53,35819.73,36171.2,37443.55
1213323.6645,7310.87,35825.02,36176.21,37448.08
1213323.6685,7309.49,35824.92,36176.83,37448.17
1213323.6725,7313.59,35824.83,36172.44,37446.65
1213323.6765,7306.15,35816.01,36164.1,37438.06
1213323.6805,7305.34,35819.44,36167.24,37440.16
1213323.6845,7315.92,35829.74,36176.16,37447.93
1213323.6885,7327.89,35835.7,36182.12,37454.04
1213323.6925,7320.21,35833.98,36179.74,37450.7
1213323.6965,7309.87,35829.41,36175.35,37446.69
1213323.7005,7307.2,35829.83,36175.21,37443.36
1213323.7045,7308.96,35832.93,36181.41,37444.93
1213323.7085,7308.82,35835.75,36186.17,37447.89
1213323.7125,7304.86,35835.51,36184.74,37448.36
1213323.7165,7301.05,35834.27,36183.89,37447.89
1213323.7205,7303.72,35832.98,36182.98,37451.37
1213323.7245,7310.44,35832.6,36184.22,37454.7
1213323.7285,7312.35,35835.18,36185.7,37455.47
1213323.7325,7313.3,35836.03,36183.65,37453.08
1213323.7365,7321.88,35840.42,36188.42,37456.14
1213323.7405,7321.55,35840.42,36187.46,37453.04
1213323.7445,7313.63,35832.46,36178.88,37443.74
1213323.7485,7300.81,35825.21,36171.58,37438.97
1213323.7525,7291.7,35819.96,36165.29,37435.35
1213323.7565,7296.09,35814.86,36160.0,37431.86
1213323.7605,7293.18,35813.53,36158.04,37431.53
1213323.7645,7290.36,35812.43,36156.32,37427.81
1213323.7685,7288.36,35815.62,36159.62,37427.86
1213323.7725,7292.37,35819.49,36162.52,37431.1
1213323.7765,7293.18,35819.11,36161.38,37430.58
1213323.7805,7290.98,35818.29,36160.9,37429.34
1213323.7845,7294.51,35822.59,36167.67,37434.96
1213323.7882,7309.53,35828.21,36175.35,37442.74
1213323.7922,7321.74,35830.98,36179.12,37446.46
1213323.7962,7333.33,35829.12,36179.74,37445.45
1213323.8002,7339.29,35841.42,36190.04,37453.66
1213323.8042,7336.33,35841.99,36191.52,37455.47
1213323.8082,7335.57,35833.7,36187.46,37452.61
1213323.8122,7333.71,35829.69,36183.17,37448.94
1213323.8162,7329.37,35825.69,36176.35,37444.41
1213323.8202,7322.22,35826.97,36175.16,37445.22
1213323.8242,7326.79,35833.17,36183.12,37452.89
1213323.8282,7325.03,35836.22,36186.84,37459.0
1213323.8322,7318.4,35834.84,36186.17,37457.61
1213323.8362,7315.3,35833.08,36184.03,37453.8
1213323.8402,7301.09,35819.2,36170.82,37438.64
1213323.8442,7295.28,35802.8,36155.18,37422.8
1213323.8482,7282.64,35798.27,36145.83,37414.94
1213323.8522,7283.78,35794.17,36141.92,37412.46
1213323.8562,7273.2,35788.78,36136.06,37406.26
1213323.8602,7267.52,35786.06,36134.2,37403.78
1213323.8642,7276.01,35791.4,36138.92,37405.35
1213323.8682,7286.5,35797.98,36146.45,37412.6
1213323.8722,7282.35,35792.31,36142.31,37408.5
1213323.8762,7277.06,35791.83,36141.69,37408.79
1213323.8802,7273.96,35792.97,36141.73,37409.98
1213323.8842,7275.68,35793.26,36142.69,37411.12
1213323.8882,7283.26,35802.03,36150.6,37419.85
1213323.8922,7291.37,35811.0,36160.0,37429.0
1213323.8962,7301.05,35818.77,36169.29,37436.59
1213323.9002,7305.43,35824.68,36176.73,37442.02
1213323.9042,7315.68,35828.02,36182.22,37445.12
1213323.9082,7316.26,35829.36,36183.6,37445.45
1213323.9122,7312.54,35829.74,36182.5,37444.88
1213323.9162,7309.53,35829.21,36181.26,37443.83
1213323.92,7313.87,35835.99,36186.6,37452.13
1213323.924,7314.78,35834.41,36184.94,37451.8
1213323.928,7318.07,35832.31,36181.26,37445.84
1213323.932,7310.58,35822.82,36170.53,37433.77
1213323.936,7304.34,35821.44,36168.87,37434.06
1213323.94,7300.28,35821.87,36170.06,37436.44
1213323.944,7294.56,35817.68,36165.86,37433.1
1213323.948,7289.32,35813.05,36160.09,37428.76
1213323.952,7287.12,35809.19,36155.99,37426.62
1213323.956,7286.36,35809.38,36157.8,37429.96
1213323.96,7284.79,35809.33,36156.47,37430.96
1213323.964,7283.93,35806.61,36154.61,37428.62
1213323.968,7287.46,35803.37,36152.56,37427.0
1213323.972,7280.97,35799.7,36148.98,37423.42
1213323.976,7290.08,35810.14,36158.14,37429.72
1213323.98,7299.23,35817.2,36165.43,37437.49
1213323.984,7306.96,35821.16,36170.53,37441.97
1213323.988,7301.76,35817.96,36169.01,37437.82
1213323.992,7301.09,35819.82,36170.87,37437.63
1213323.996,7313.78,35831.55,36182.93,37448.65
1213324.0,7322.5,35839.75,36191.37,37456.09
1213324.004,7318.83,35839.51,36191.18,37455.18
1213324.008,7310.96,35833.89,36184.7,37448.7
1213324.012,7313.2,35830.17,36179.07,37446.22
1213324.016,7304.48,35826.93,36173.87,37442.16
1213324.02,7290.7,35825.07,36171.25,37438.35
1213324.024,7291.46,35827.4,36172.44,37439.21
1213324.028,7293.37,35827.59,36173.78,37442.59
1213324.032,7295.75,35826.21,36174.02,37444.64
1213324.036,7301.67,35821.25,36172.2,37441.26
1213324.04,7292.75,35814.67,36167.24,37435.49
1213324.044,7285.74,35810.47,36159.95,37427.53
1213324.048,7279.3,35808.95,36156.32,37423.76
1213324.0517,7280.21,35809.19,36155.37,37425.38
1213324.0557,7273.15,35805.66,36151.46,37422.61
1213324.0597,7271.67,35798.94,36145.21,37418.18
1213324.0637,7275.2,35796.46,36144.21,37418.75
1213324.0677,7271.67,35790.83,36140.26,37416.84
1213324.0717,7274.68,35789.92,36139.87,37417.08
1213324.0757,7280.45,35798.27,36147.22,37423.81
1213324.0797,7282.21,35801.27,36148.7,37424.85
1213324.0837,7275.34,35799.08,36147.26,37419.94
1213324.0877,7272.24,35796.98,36144.64,37414.13
1213324.0917,7271.39,35797.03,36143.35,37410.45
1213324.0957,7265.14,35796.41,36140.16,37406.64
1213324.0997,7262.52,35799.17,36139.92,37409.21
1213324.1037,7267.86,35802.08,36141.16,37412.84
1213324.1077,7273.82,35801.61,36141.07,37415.08
1213324.1117,7267.91,35799.56,36136.77,37410.45
1213324.1157,7267.86,35796.93,36132.63,37403.49
1213324.1197,7271.1,35796.55,36132.15,37401.35
1213324.1237,7277.2,35802.51,36138.92,37405.64
1213324.1277,7284.79,35811.57,36148.03,37414.17
1213324.1317,7287.46,35803.47,36140.54,37407.97
1213324.1357,7281.11,35795.45,36133.82,37403.59
1213324.1397,7281.69,35797.17,36136.63,37406.74
1213324.1437,7280.45,35796.55,36137.01,37407.55
1213324.1477,7275.53,35788.97,36132.01,37401.97
1213324.1517,7270.1,35779.05,36124.04,37395.05
1213324.1557,7275.44,35779.53,36128.1,37399.44
1213324.1597,7277.82,35784.39,36134.87,37407.16
1213324.1637,7283.74,35781.82,36135.87,37409.98
1213324.1677,7285.02,35779.0,36135.96,37410.5
1213324.1717,7272.44,35773.0,36130.19,37406.97
1213324.1757,7265.66,35768.37,36126.9,37406.02
1213324.1797,7264.23,35766.32,36124.76,37404.26
1213324.1834,7267.14,35768.42,36125.57,37402.68
1213324.1874,7269.29,35766.51,36122.37,37397.48
1213324.1914,7288.17,35768.18,36125.24,37399.49
1213324.1954,7295.42,35775.57,36128.91,37402.68
1213324.1994,7283.88,35778.48,36127.91,37401.59
1213324.2034,7274.1,35778.91,36124.9,37398.53
1213324.2074,7277.73,35774.66,36119.99,37391.38
1213324.2114,7280.3,35776.29,36121.52,37390.33
1213324.2154,7277.3,35777.91,36121.66,37390.9
1213324.2194,7278.68,35782.72,36122.71,37393.05
1213324.2234,7280.92,35787.92,36127.24,37396.24
1213324.2274,7290.08,35792.07,36133.58,37402.44
1213324.2314,7289.22,35794.5,36136.39,37404.3
1213324.2354,7278.82,35795.55,36134.68,37402.63
1213324.2394,7269.67,35793.5,36129.91,37398.3
1213324.2434,7267.86,35789.02,36126.52,37392.95
1213324.2474,7275.3,35791.12,36132.67,37398.01
1213324.2514,7282.26,35790.64,36135.15,37401.82
1213324.2554,7284.88,35787.3,36133.53,37400.82
1213324.2594,7280.78,35784.92,36132.1,37399.73
1213324.2634,7286.5,35789.68,36138.06,37405.88
1213324.2674,7293.51,35794.45,36145.41,37411.5
1213324.2714,7300.09,35799.7,36153.37,37417.37
1213324.2754,7306.05,35802.99,36157.37,37421.66
1213324.2794,7311.58,35810.05,36163.62,37430.39
1213324.2834,7298.33,35809.38,36165.19,37431.67
1213324.2874,7286.12,35795.45,36155.7,37423.71
1213324.2914,7276.97,35787.78,36147.65,37420.71
1213324.2954,7277.01,35790.21,36149.79,37423.33
1213324.2994,7281.5,35797.17,36155.28,37424.71
1213324.3034,7291.75,35805.18,36163.62,37428.48
1213324.3074,7303.95,35811.91,36171.44,37430.34
1213324.3114,7306.1,35817.96,36173.73,37431.53
1213324.3151,7294.27,35819.44,36170.96,37428.05
